Title,Year,Genres,Runtime,Rating,Metascore,Votes,Gross,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Around the World in Eighty Days,1956.0,"['Adventure', 'Comedy', 'Family']",175.0,6.8,,18039.0,42000000.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Bounty,1984.0,"['Action', 'Adventure', 'Drama']",132.0,7.0,,18035.0,8600000.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tuck Everlasting,2002.0,"['Drama', 'Romance', 'Family']",90.0,6.7,66.0,18028.0,19160000.0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Nights in Rodanthe,2008.0,"['Drama', 'Romance']",97.0,6.0,39.0,18028.0,41840000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cyrano de Bergerac,1990.0,"['Biography', 'Comedy', 'Drama']",137.0,7.6,,18028.0,15140000.0,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Neverending Story II: The Next Chapter,1990.0,"['Adventure', 'Drama', 'Family']",89.0,5.0,,18027.0,17370000.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
L'Avventura,1960.0,"['Drama', 'Mystery']",143.0,8.0,,18026.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
The Brood,1979.0,"['Horror', 'Sci-Fi']",92.0,6.9,,18022.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Colonia,2015.0,"['Drama', 'Romance', 'Thriller']",110.0,7.1,33.0,18001.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Dolphin Tale,2011.0,"['Drama', 'Family']",113.0,6.9,64.0,17995.0,72280000.0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Waiting for Forever,2010.0,"['Drama', 'Romance']",95.0,6.0,26.0,17979.0,20000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Annapolis,2006.0,"['Drama', 'Romance', 'Sport']",108.0,5.8,37.0,17976.0,17120000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Below,2002.0,"['Horror', 'Mystery', 'Thriller']",105.0,6.2,55.0,17936.0,590000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
The Adventures of Buckaroo Banzai Across the 8th Dimension,1984.0,"['Adventure', 'Comedy', 'Romance']",103.0,6.4,,17931.0,,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Tie Me Up! Tie Me Down!,1989.0,"['Comedy', 'Crime', 'Drama']",101.0,7.0,55.0,17918.0,4090000.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rundskop,2011.0,"['Crime', 'Drama']",129.0,7.4,68.0,17914.0,40000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
My Life to Live,1962.0,['Drama'],85.0,8.1,,17910.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
White Squall,1996.0,"['Adventure', 'Drama']",129.0,6.6,53.0,17905.0,10300000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Conformist,1970.0,['Drama'],111.0,8.1,100.0,17904.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jaane Tu... Ya Jaane Na,2008.0,"['Comedy', 'Drama', 'Romance']",155.0,7.5,,17900.0,600000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Exorcist III,1990.0,"['Drama', 'Fantasy', 'Horror']",110.0,6.3,,17866.0,26100000.0,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Z,1969.0,"['Crime', 'Drama', 'History']",127.0,8.2,,17863.0,80000.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Beverly Hills Chihuahua,2008.0,"['Adventure', 'Comedy', 'Drama']",91.0,3.7,41.0,17861.0,94500000.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sgt. Bilko,1996.0,['Comedy'],93.0,5.7,,17847.0,30400000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lights Out,2016.0,"['Fantasy', 'Horror']",81.0,6.8,58.0,17846.0,64220000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Clouds of Sils Maria,2014.0,['Drama'],124.0,6.8,78.0,17834.0,1810000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9 Songs,2004.0,"['Drama', 'Music', 'Romance']",71.0,4.9,43.0,17832.0,50000.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
One Eight Seven,1997.0,"['Drama', 'Thriller']",119.0,6.7,,17824.0,5720000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Delhi Belly,2011.0,"['Comedy', 'Crime', 'Drama']",103.0,7.6,66.0,17816.0,1530000.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"The Goods: Live Hard, Sell Hard",2009.0,['Comedy'],89.0,5.8,39.0,17811.0,15100000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dersu Uzala,1975.0,"['Adventure', 'Biography', 'Drama']",144.0,8.3,,17805.0,,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The History Boys,2006.0,"['Comedy', 'Drama']",109.0,6.9,74.0,17791.0,2710000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Fabulous Baker Boys,1989.0,"['Drama', 'Music', 'Romance']",114.0,6.8,,17791.0,16820000.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Stop-Loss,2008.0,"['Drama', 'War']",112.0,6.5,61.0,17782.0,10910000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
YPF,2007.0,"['Comedy', 'Drama', 'Romance']",87.0,6.3,39.0,17780.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The End of the Affair,1999.0,"['Drama', 'Romance']",102.0,7.2,65.0,17777.0,10660000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Farewell My Concubine,1993.0,"['Drama', 'Music', 'Romance']",171.0,8.1,,17774.0,5220000.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
The Tin Drum,1979.0,"['Drama', 'War']",142.0,7.6,,17771.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
New York Minute,2004.0,"['Comedy', 'Crime', 'Family']",91.0,4.8,33.0,17768.0,14020000.0,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamlet,1990.0,['Drama'],135.0,6.8,53.0,17759.0,20710000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Asphalt Jungle,1950.0,"['Crime', 'Film-Noir', 'Drama']",112.0,7.9,,17758.0,,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Saints and Soldiers,2003.0,"['Action', 'Adventure', 'Drama']",90.0,6.8,56.0,17754.0,1310000.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Bonfire of the Vanities,1990.0,"['Comedy', 'Drama', 'Romance']",125.0,5.4,,17747.0,15690000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Wind Chill,2007.0,"['Drama', 'Horror', 'Thriller']",91.0,5.9,52.0,17741.0,20000.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Il y a longtemps que je t'aime,2008.0,['Drama'],117.0,7.6,79.0,17736.0,3170000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Meet Bill,2007.0,"['Comedy', 'Drama']",93.0,6.3,30.0,17708.0,60000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hero,1992.0,"['Comedy', 'Drama', 'Romance']",119.0,6.5,,17702.0,19490000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Swan Princess,1994.0,"['Animation', 'Comedy', 'Family']",90.0,6.4,,17689.0,9770000.0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Enigma,2001.0,"['Drama', 'Mystery', 'Romance']",119.0,6.4,64.0,17684.0,4300000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
My Name Is Nobody,1973.0,"['Western', 'Comedy']",116.0,7.5,,17664.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
El Dorado,1967.0,"['Drama', 'Romance', 'Western']",126.0,7.7,,17656.0,6000000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Fearless,1993.0,"['Drama', 'Thriller']",122.0,7.1,,17656.0,7000000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Cleanskin,2012.0,"['Crime', 'Drama', 'Thriller']",108.0,6.3,,17637.0,,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mars Needs Moms,2011.0,"['Animation', 'Action', 'Adventure']",88.0,5.4,49.0,17637.0,21380000.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Intruders,2011.0,"['Fantasy', 'Horror', 'Thriller']",100.0,5.4,45.0,17633.0,60000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
No,2012.0,['Drama'],118.0,7.4,81.0,17617.0,2340000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lonely Hearts,2006.0,"['Crime', 'Drama', 'Romance']",108.0,6.5,60.0,17603.0,190000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cemetery Junction,2010.0,"['Comedy', 'Drama']",95.0,6.9,,17591.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1900,1976.0,['Drama'],317.0,7.7,,17589.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3 Men and a Little Lady,1990.0,"['Comedy', 'Drama', 'Family']",104.0,5.2,,17586.0,71610000.0,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Serena,2014.0,"['Drama', 'Romance']",109.0,5.4,36.0,17573.0,180000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Nashville,1975.0,"['Comedy', 'Drama', 'Music']",159.0,7.8,,17573.0,,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Bounce,2000.0,"['Drama', 'Romance']",106.0,5.7,52.0,17565.0,36780000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Death and the Maiden,1994.0,"['Drama', 'Mystery', 'Thriller']",103.0,7.3,72.0,17554.0,2100000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
The Trip,2010.0,"['Comedy', 'Drama']",112.0,7.0,,17553.0,2009999.9999999998,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bad News Bears,2005.0,"['Comedy', 'Sport']",113.0,5.8,65.0,17551.0,32869999.999999996,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
The Man Without a Past,2002.0,"['Comedy', 'Drama', 'Romance']",97.0,7.7,84.0,17547.0,920000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Hunger,1983.0,['Horror'],97.0,6.6,,17546.0,4800000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Nothing But Trouble,1991.0,['Comedy'],94.0,4.8,,17544.0,8480000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tillsammans,2000.0,"['Comedy', 'Drama', 'Romance']",106.0,7.5,84.0,17518.0,1070000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
A Girl Walks Home Alone at Night,2014.0,"['Drama', 'Horror']",101.0,7.0,81.0,17516.0,,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
New in Town,2009.0,"['Comedy', 'Romance']",97.0,5.6,29.0,17511.0,16700000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Survival of the Dead,2009.0,['Horror'],90.0,5.0,43.0,17508.0,100000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Breakfast on Pluto,2005.0,"['Comedy', 'Drama']",128.0,7.3,59.0,17497.0,830000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bride & Prejudice,2004.0,"['Comedy', 'Drama', 'Musical']",122.0,6.2,55.0,17482.0,6600000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Medicine Man,1992.0,"['Adventure', 'Drama', 'Romance']",106.0,6.0,,17482.0,45500000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Serpent and the Rainbow,1988.0,"['Fantasy', 'Horror']",98.0,6.5,,17481.0,19600000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Breaking Away,1979.0,"['Comedy', 'Drama', 'Sport']",101.0,7.7,,17471.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Closed Circuit,2013.0,"['Crime', 'Drama', 'Mystery']",96.0,6.2,50.0,17466.0,5730000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
The Brady Bunch Movie,1995.0,['Comedy'],90.0,5.9,,17464.0,46580000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Birdy,1984.0,"['Drama', 'War']",120.0,7.3,,17461.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Martian Child,2007.0,"['Comedy', 'Drama', 'Family']",106.0,6.8,48.0,17451.0,7490000.0,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Every Which Way But Loose,1978.0,"['Action', 'Comedy']",114.0,6.3,,17436.0,105920000.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Walkabout,1971.0,"['Adventure', 'Drama']",100.0,7.7,,17435.0,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Leprechaun,1993.0,"['Comedy', 'Fantasy', 'Horror']",92.0,4.6,,17427.0,8560000.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Dhoom 2,2006.0,"['Action', 'Thriller']",152.0,6.4,,17413.0,2640000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Memoirs of an Invisible Man,1992.0,"['Comedy', 'Romance', 'Sci-Fi']",99.0,5.9,,17410.0,14360000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Vanity Fair,2004.0,['Drama'],141.0,6.2,53.0,17400.0,16120000.000000002,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
We're No Angels,1989.0,"['Comedy', 'Crime']",106.0,6.0,,17399.0,10560000.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Surviving Christmas,2004.0,"['Comedy', 'Romance']",91.0,5.3,19.0,17399.0,11200000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The End of the Tour,2015.0,"['Biography', 'Drama']",106.0,7.3,82.0,17397.0,2990000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Shootist,1976.0,"['Drama', 'Romance', 'Western']",100.0,7.7,,17384.0,5990000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Disturbing Behavior,1998.0,"['Horror', 'Mystery', 'Sci-Fi']",84.0,5.5,,17380.0,17410000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
My Sassy Girl,2008.0,"['Comedy', 'Drama', 'Romance']",92.0,6.3,,17375.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Tanu Weds Manu Returns,2015.0,"['Comedy', 'Drama', 'Romance']",128.0,7.8,,17375.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Man Who Fell to Earth,1976.0,"['Sci-Fi', 'Drama']",139.0,6.7,74.0,17372.0,80000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Baazigar,1993.0,"['Crime', 'Drama', 'Thriller']",175.0,7.8,,17363.0,,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
O,2001.0,"['Drama', 'Romance', 'Thriller']",95.0,6.2,53.0,17358.0,16020000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Killing Zoe,1993.0,"['Crime', 'Drama', 'Thriller']",96.0,6.5,,17353.0,420000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Starter for 10,2006.0,"['Comedy', 'Drama', 'Romance']",92.0,6.8,69.0,17346.0,210000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Big Trouble,2002.0,"['Comedy', 'Crime', 'Thriller']",85.0,6.5,47.0,17341.0,7260000.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Keanu,2016.0,"['Action', 'Comedy']",100.0,6.3,63.0,17332.0,20570000.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vampire Killers,2009.0,"['Action', 'Comedy', 'Fantasy']",86.0,5.2,,17331.0,,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Feardotcom,2002.0,"['Crime', 'Horror', 'Thriller']",101.0,3.3,16.0,17330.0,13210000.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Nobody Knows,2004.0,['Drama'],141.0,8.1,88.0,17327.0,680000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Titus,1999.0,"['Drama', 'History', 'Thriller']",162.0,7.3,57.0,17325.0,1920000.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
Catch-22,1970.0,"['Comedy', 'Drama', 'War']",122.0,7.2,,17319.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
The Shallows,2016.0,"['Drama', 'Horror', 'Thriller']",86.0,6.7,59.0,17316.0,54520000.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Jason and the Argonauts,1963.0,"['Adventure', 'Family', 'Fantasy']",104.0,7.4,,17316.0,,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Dark Blue,2002.0,"['Crime', 'Drama', 'Romance']",118.0,6.6,57.0,17312.0,9060000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Creature from the Black Lagoon,1954.0,"['Adventure', 'Horror', 'Sci-Fi']",79.0,7.0,,17307.0,,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Vampire in Brooklyn,1995.0,"['Comedy', 'Fantasy', 'Horror']",100.0,4.5,27.0,17306.0,19900000.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Teaching Mrs. Tingle,1999.0,"['Comedy', 'Thriller']",96.0,5.2,35.0,17276.0,8950000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Kick,2014.0,"['Action', 'Comedy', 'Romance']",146.0,5.5,,17270.0,2460000.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Fundamentals of Caring,2016.0,"['Comedy', 'Drama']",97.0,7.4,55.0,17251.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
How to Steal a Million,1966.0,"['Comedy', 'Crime', 'Romance']",123.0,7.6,,17242.0,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Tamara Drewe,2010.0,"['Comedy', 'Drama', 'Romance']",107.0,6.2,64.0,17231.0,560000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
An American Tail: Fievel Goes West,1991.0,"['Animation', 'Adventure', 'Family']",75.0,6.4,,17230.0,22170000.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Mad Dog and Glory,1993.0,"['Comedy', 'Crime', 'Drama']",97.0,6.2,71.0,17220.0,11080000.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Two Mules for Sister Sara,1970.0,"['Adventure', 'Comedy', 'Romance']",116.0,7.0,,17199.0,,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Casa de mi Padre,2012.0,"['Comedy', 'Western']",84.0,5.5,52.0,17197.0,5900000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
House,1986.0,"['Comedy', 'Fantasy', 'Horror']",93.0,6.2,,17184.0,19450000.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Grave Encounters 2,2012.0,['Horror'],95.0,5.1,,17180.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Hoffa,1992.0,"['Biography', 'Crime', 'Drama']",140.0,6.6,50.0,17164.0,24280000.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rollerball,1975.0,"['Action', 'Sci-Fi', 'Sport']",125.0,6.6,,17159.0,30000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
The Pyramid,2014.0,"['Action', 'Adventure', 'Horror']",89.0,4.6,24.0,17151.0,2750000.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Lost and Delirious,2001.0,"['Drama', 'Romance']",103.0,7.0,53.0,17143.0,300000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Nowhere to Run,1993.0,"['Action', 'Crime', 'Drama']",94.0,5.5,,17141.0,22190000.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Z for Zachariah,2015.0,"['Drama', 'Sci-Fi', 'Thriller']",98.0,6.0,68.0,17121.0,120000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Pete's Dragon,1977.0,"['Animation', 'Adventure', 'Comedy']",128.0,6.3,46.0,17120.0,,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fireproof,2008.0,"['Drama', 'Romance']",122.0,6.5,28.0,17113.0,33450000.000000004,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Highway,2014.0,"['Adventure', 'Drama', 'Romance']",133.0,7.6,40.0,17113.0,530000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Mustang,2015.0,['Drama'],97.0,7.7,83.0,17103.0,840000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Twisted,2004.0,"['Crime', 'Drama', 'Mystery']",97.0,5.2,26.0,17100.0,25200000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Echelon Conspiracy,2009.0,"['Action', 'Crime', 'Mystery']",105.0,5.8,26.0,17089.0,500000.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Behind the Mask: The Rise of Leslie Vernon,2006.0,"['Comedy', 'Horror', 'Thriller']",92.0,6.8,66.0,17086.0,40000.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
The Woman,2011.0,"['Horror', 'Thriller']",101.0,6.0,58.0,17071.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
First Daughter,2004.0,"['Comedy', 'Drama', 'Romance']",106.0,4.9,31.0,17060.0,9060000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
They Came Together,2014.0,['Comedy'],83.0,5.5,60.0,17056.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Diary of a Teenage Girl,2015.0,"['Drama', 'Romance']",102.0,6.9,87.0,17050.0,1480000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Random Hearts,1999.0,"['Drama', 'Mystery', 'Romance']",133.0,5.1,38.0,17047.0,31050000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
About Last Night,2014.0,"['Comedy', 'Romance']",100.0,6.1,62.0,17043.0,48640000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Honeymoon,2014.0,"['Horror', 'Mystery', 'Thriller']",87.0,5.6,65.0,17036.0,10000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
Angela's Ashes,1999.0,['Drama'],145.0,7.3,54.0,17022.0,13040000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I'm So Excited!,2013.0,['Comedy'],90.0,5.6,55.0,17005.0,1370000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Recep Ivedik,2008.0,['Comedy'],90.0,4.9,,17001.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rosencrantz & Guildenstern Are Dead,1990.0,"['Comedy', 'Drama']",117.0,7.6,,16997.0,740000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HouseSitter,1992.0,"['Comedy', 'Romance']",102.0,6.0,,16994.0,58500000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Dark Star,1974.0,"['Comedy', 'Sci-Fi']",83.0,6.5,,16974.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
If....,1968.0,['Drama'],111.0,7.7,,16969.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
