Title,Year,Genres,Runtime,Rating,Metascore,Votes,Gross,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
"Yao a yao, yao dao wai po qiao",1995.0,"['Crime', 'Drama', 'Romance']",108.0,7.2,,4226.0,2300000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Terminus,2015.0,['Sci-Fi'],94.0,5.4,,4224.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Baxter,2005.0,"['Comedy', 'Romance']",91.0,6.7,51.0,4224.0,180000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Confidentially Yours,1983.0,"['Comedy', 'Crime', 'Mystery']",110.0,7.4,,4221.0,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
The Front Line,2011.0,"['Drama', 'History', 'War']",133.0,7.4,59.0,4220.0,,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Zui hao de shi guang,2005.0,"['Drama', 'Romance']",120.0,7.0,80.0,4219.0,150000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Fugitives,1986.0,"['Comedy', 'Crime']",95.0,7.1,,4219.0,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mother Night,1996.0,"['Drama', 'Romance', 'War']",114.0,7.2,,4218.0,390000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Gypsy,1962.0,"['Biography', 'Comedy', 'Drama']",143.0,7.2,,4217.0,,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Only the Strong,1993.0,"['Action', 'Drama']",99.0,6.7,,4216.0,3270000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Tarzan, the Ape Man",1981.0,"['Adventure', 'Drama', 'Romance']",107.0,3.2,,4215.0,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Adventurer: The Curse of the Midas Box,2013.0,"['Adventure', 'Family', 'Fantasy']",100.0,5.4,39.0,4214.0,0.0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Coffee Town,2013.0,['Comedy'],87.0,6.6,,4214.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Desert Fox: The Story of Rommel,1951.0,"['Biography', 'Drama', 'War']",88.0,7.0,,4213.0,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
The Lift,1983.0,"['Fantasy', 'Horror', 'Sci-Fi']",95.0,6.3,,4213.0,,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
Musíme si pomáhat,2000.0,"['Comedy', 'Drama', 'War']",117.0,7.8,69.0,4213.0,1320000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sunshine on Leith,2013.0,"['Comedy', 'Drama', 'Musical']",100.0,6.6,66.0,4211.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Nuovomondo,2006.0,"['Drama', 'History', 'Romance']",118.0,6.9,74.0,4210.0,1060000.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
No Smoking,2007.0,"['Drama', 'Fantasy', 'Mystery']",128.0,7.1,,4209.0,,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Late Phases,2014.0,"['Drama', 'Horror']",95.0,5.9,51.0,4208.0,,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7 Khoon Maaf,2011.0,"['Drama', 'Mystery', 'Thriller']",137.0,6.2,,4208.0,270000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Chillar Party,2011.0,"['Comedy', 'Drama', 'Family']",135.0,7.5,,4207.0,10000.0,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Belly of an Architect,1987.0,['Drama'],119.0,7.0,,4207.0,290000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pon,2002.0,"['Drama', 'Horror', 'Mystery']",104.0,6.2,,4207.0,,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Marauders,2016.0,"['Action', 'Crime', 'Thriller']",107.0,5.4,42.0,4206.0,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Life,2015.0,"['Biography', 'Drama']",111.0,6.1,59.0,4205.0,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gaav,1969.0,['Drama'],105.0,8.2,,4203.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Samurai II: Duel at Ichijoji Temple,1955.0,"['Action', 'Adventure', 'Biography']",104.0,7.5,,4203.0,,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Undefeated,1969.0,['Western'],119.0,6.7,,4201.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Amityville 3-D,1983.0,['Horror'],105.0,4.0,,4201.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Heights,2005.0,"['Drama', 'Romance']",93.0,7.0,59.0,4201.0,1160000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gwai wik,2006.0,"['Fantasy', 'Horror', 'Mystery']",108.0,6.1,,4201.0,,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
Next Stop Wonderland,1998.0,"['Comedy', 'Drama', 'Romance']",104.0,6.7,71.0,4200.0,3390000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Pooh's Heffalump Movie,2005.0,"['Animation', 'Family', 'Fantasy']",68.0,6.4,64.0,4200.0,18080000.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
On Dangerous Ground,1951.0,"['Crime', 'Drama', 'Film-Noir']",82.0,7.4,,4198.0,,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Samurai III: Duel at Ganryu Island,1956.0,"['Action', 'Adventure', 'Biography']",105.0,7.8,,4197.0,,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enemies Closer,2013.0,"['Action', 'Thriller']",85.0,5.2,49.0,4195.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Strawberry and Chocolate,1993.0,"['Comedy', 'Drama', 'Romance']",108.0,7.4,,4195.0,2080000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Çakallarla Dans,2010.0,['Comedy'],102.0,5.7,,4195.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tell Tale,2009.0,"['Drama', 'Horror', 'Sci-Fi']",93.0,5.5,,4194.0,,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Confidences trop intimes,2004.0,"['Drama', 'Romance', 'Thriller']",104.0,7.1,71.0,4192.0,2110000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Not Cool,2014.0,['Comedy'],93.0,5.1,1.0,4190.0,40000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Summer's Tale,1996.0,"['Comedy', 'Drama', 'Romance']",113.0,7.7,91.0,4190.0,200000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Sunshine Boys,1975.0,['Comedy'],111.0,7.2,,4190.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Spider Baby or, The Maddest Story Ever Told",1967.0,"['Comedy', 'Horror', 'Sci-Fi']",81.0,7.0,,4187.0,,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
The End of Violence,1997.0,"['Drama', 'Thriller']",122.0,5.6,,4187.0,280000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mental,2012.0,"['Comedy', 'Drama']",116.0,6.1,42.0,4186.0,20000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The House on Sorority Row,1983.0,"['Horror', 'Mystery', 'Thriller']",91.0,6.1,,4186.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
Querelle,1982.0,['Drama'],108.0,6.9,,4186.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Topio stin omichli,1988.0,['Drama'],127.0,8.0,,4186.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Hebrew Hammer,2003.0,['Comedy'],85.0,6.2,41.0,4185.0,20000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Silence of the Hams,1994.0,"['Comedy', 'Thriller']",81.0,4.6,,4184.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Besharam,2013.0,"['Comedy', 'Romance']",143.0,3.6,,4184.0,500000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Kizzu ritân,1996.0,"['Crime', 'Drama', 'Sport']",107.0,7.6,,4184.0,,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Slipstream,2007.0,"['Comedy', 'Drama', 'Fantasy']",96.0,5.1,47.0,4183.0,10000.0,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Chashme Baddoor,2013.0,"['Comedy', 'Drama']",121.0,5.4,,4183.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deewana,1992.0,"['Action', 'Comedy', 'Crime']",185.0,6.9,,4183.0,,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Welcome Back,2015.0,"['Action', 'Comedy', 'Crime']",152.0,4.2,,4182.0,1390000.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
As Cool as I Am,2013.0,"['Comedy', 'Drama']",92.0,5.9,28.0,4180.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Griff the Invisible,2010.0,"['Comedy', 'Drama', 'Romance']",90.0,6.1,49.0,4180.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Kite,2014.0,"['Action', 'Crime', 'Thriller']",90.0,4.4,19.0,4179.0,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Asylum,2005.0,"['Drama', 'Romance', 'Thriller']",99.0,6.2,51.0,4179.0,370000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Ulidavaru Kandanthe,2014.0,"['Comedy', 'Crime', 'Drama']",154.0,8.7,,4179.0,,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
De Heineken ontvoering,2011.0,"['Crime', 'History', 'Thriller']",127.0,6.5,,4178.0,,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
The Bridges at Toko-Ri,1954.0,"['Drama', 'Romance', 'War']",102.0,6.8,,4177.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
The Inevitable Defeat of Mister & Pete,2013.0,['Drama'],108.0,7.5,61.0,4176.0,490000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stark Raving Mad,2002.0,"['Action', 'Comedy', 'Crime']",101.0,6.4,,4176.0,,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
For the Boys,1991.0,"['Comedy', 'Drama', 'Music']",138.0,6.2,,4175.0,17860000.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Five Deadly Venoms,1978.0,['Action'],97.0,7.2,,4175.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maniac Cop 2,1990.0,"['Crime', 'Horror', 'Action']",90.0,5.8,,4175.0,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Paradise Road,1997.0,"['Drama', 'History', 'War']",122.0,6.8,48.0,4174.0,1920000.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
The Other,1972.0,"['Drama', 'Horror', 'Mystery']",108.0,7.0,,4174.0,,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
House of Last Things,2013.0,"['Fantasy', 'Horror', 'Thriller']",110.0,6.2,,4174.0,,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
Author! Author!,1982.0,"['Comedy', 'Drama', 'Family']",110.0,6.1,,4171.0,10580000.0,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
